Value,Variable Name,Class Name,Package Name
"button","button","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"checkbox","checkbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"gridcell","gridcell","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"link","link","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"menuitem","menuitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"menuitemcheckbox","menuitemcheckbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"menuitemradio","menuitemradio","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"option","option","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"progressbar","progressbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"radio","radio","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"scrollbar","scrollbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"searchbox","searchbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"separator","separator","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"slider","slider","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"spinbutton","spinbutton","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"switch","switch_","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"tab","tab","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"tabpanel","tabpanel","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"textbox","textbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"treeitem","treeitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"combobox","combobox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"grid","grid","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"listbox","listbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"menu","menu","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"menubar","menubar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"radiogroup","radiogroup","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"tablist","tablist","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"tree","tree","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"treegrid","treegrid","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"application","application","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"article","article","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"cell","cell","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"columnheader","columnheader","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"definition","definition","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"directory","directory","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"document","document","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"feed","feed","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"figure","figure","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"group","group","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"heading","heading","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"img","img","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"list","list","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"listitem","listitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"math","math","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"none","none","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"note","note","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"presentation","presentation","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"row","row","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"rowgroup","rowgroup","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"rowheader","rowheader","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"table","table","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"term","term","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"toolbar","toolbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"tooltip","tooltip","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"banner","banner","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"complementary","complementary","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"contentinfo","contentinfo","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"form","form","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"main","main","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"navigation","navigation","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"region","region","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"search","search","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"alert","alert","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"log","log","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"marquee","marquee","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"status","status","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"timer","timer","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"alertdialog","alertdialog","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"dialog","dialog","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2c13da15","roleButton","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@77556fd","roleCheckbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@368239c8","roleGridcell","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@9e89d68","roleLink","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@3b192d32","roleMenuitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@16f65612","roleMenuitemcheckbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@311d617d","roleMenuitemradio","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7c53a9eb","roleOption","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@ed17bee","roleProgressbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2a33fae0","roleRadio","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@707f7052","roleScrollbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@11028347","roleSearchbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@14899482","roleSeparator","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@21588809","roleSlider","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2aae9190","roleSpinbutton","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2f333739","roleSwitch","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@77468bd9","roleTab","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@12bb4df8","roleTabpanel","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@4cc77c2e","roleTextbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7a7b0070","roleTreeitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@39a054a5","roleCombobox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@71bc1ae4","roleGrid","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@6ed3ef1","roleListbox","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2437c6dc","roleMenu","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@1f89ab83","roleMenubar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@e73f9ac","roleRadiogroup","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@61064425","roleTablist","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7b1d7fff","roleTree","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@299a06ac","roleTreegrid","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@383534aa","roleApplication","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@6bc168e5","roleArticle","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7b3300e5","roleCell","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2e5c649","roleColumnheader","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@136432db","roleDefinition","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7382f612","roleDirectory","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@1055e4af","roleDocument","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@3caeaf62","roleFeed","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@e6ea0c6","roleFigure","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@6a38e57f","roleGroup","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@5577140b","roleHeading","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@1c6b6478","roleImg","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@67f89fa3","roleList","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@4ac68d3e","roleListitem","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@277c0f21","roleMath","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@6073f712","roleNone","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@43556938","roleNote","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@3d04a311","rolePresentation","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7a46a697","roleRow","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@5f205aa","roleRowgroup","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@6d86b085","roleRowheader","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@75828a0f","roleTable","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@3abfe836","roleTerm","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2ff5659e","roleToolbar","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@77afea7d","roleTooltip","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@161cd475","roleBanner","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@532760d8","roleComplementary","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@57fa26b7","roleContentinfo","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@5f8ed237","roleForm","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@2f410acf","roleMain","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@47089e5f","roleNavigation","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@4141d797","roleRegion","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@68f7aae2","roleSearch","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@4f47d241","roleAlert","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@4c3e4790","roleLog","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@38cccef","roleMarquee","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@5679c6c6","roleStatus","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@27ddd392","roleTimer","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@19e1023e","roleAlertdialog","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"j2html.attributes.Attribute@7cef4e59","roleDialog","AriaRoles","dev.rebelcraft.j2html.ext.aria"
"aria-autocomplete","aria_autocomplete","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-checked","aria_checked","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-current","aria_current","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-disabled","aria_disabled","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-errormessage","aria_errormessage","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-expanded","aria_expanded","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-haspopup","aria_haspopup","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-hidden","aria_hidden","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-invalid","aria_invalid","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-label","aria_label","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-level","aria_level","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-modal","aria_modal","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-multiline","aria_multiline","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-multiselectable","aria_multiselectable","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-orientation","aria_orientation","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-placeholder","aria_placeholder","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-pressed","aria_pressed","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-readonly","aria_readonly","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-required","aria_required","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-selected","aria_selected","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-sort","aria_sort","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-valuemax","aria_valuemax","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-valuemin","aria_valuemin","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-valuenow","aria_valuenow","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-valuetext","aria_valuetext","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-live","aria_live","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-relevant","aria_relevant","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-atomic","aria_atomic","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-busy","aria_busy","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-dropeffect","aria_dropeffect","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-grabbed","aria_grabbed","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-activedescendant","aria_activedescendant","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-colcount","aria_colcount","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-colindex","aria_colindex","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-colspan","aria_colspan","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-controls","aria_controls","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-describedby","aria_describedby","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-details","aria_details","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-flowto","aria_flowto","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-labelledby","aria_labelledby","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-owns","aria_owns","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-posinset","aria_posinset","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-rowcount","aria_rowcount","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-rowindex","aria_rowindex","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-rowspan","aria_rowspan","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"aria-setsize","aria_setsize","AriaStatesAndProperties","dev.rebelcraft.j2html.ext.aria"
"/webjars/bootstrap/5.3.3/css/bootstrap.min.css","WEBJAR_MIN_CSS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"/webjars/bootstrap/5.3.3/js/bootstrap.bundle.min.js","WEBJAR_MIN_JS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"5.3.3","VERSION","Bootstrap","dev.rebelcraft.j2html.ext"
"https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css","CDN_MIN_CSS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"sha384-QWTKZyjpPEjISv5WaRU9OFeRpok6YctnYmDr5pNlyT2bRjXh0JMhjY6hW+ALEwIH","CDN_MIN_CSS_INTEGRITY","Bootstrap","dev.rebelcraft.j2html.ext"
"https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js","CDN_BUNDLE_MIN_JS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"sha384-YvpcrYf0tY3lHB60NNkmXc5s9fDVZLESaAA55NDzOxhy9GkcIdslK1eN7N6jIeHz","CDN_BUNDLE_MIN_JS_INTEGRITY","Bootstrap","dev.rebelcraft.j2html.ext"
"https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.min.js","MIN_JS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"sha384-0pUGZvbkm6XF6gxjEnlmuGrJXVbNuzT9qBBavbLwCsOGabYfZo0T0to5eqruptLy","MIN_JS_INTEGRITY","Bootstrap","dev.rebelcraft.j2html.ext"
"https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js","POPPER_MIN_JS_URL","Bootstrap","dev.rebelcraft.j2html.ext"
"sha384-I7E8VVD/ismYTF4hNIPjVp/Zjvgyol6VFvRkX/vR+Vc4jQkC+hVqc2pM8ODewa9r","POPPER_MIN_JS_INTEGRITY","Bootstrap","dev.rebelcraft.j2html.ext"
"1.11.3","VERSION","BootstrapIcons","dev.rebelcraft.j2html.ext"
"https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css","CDN_MIN_CSS_URL","BootstrapIcons","dev.rebelcraft.j2html.ext"
"bi","bi","BootstrapIcons","dev.rebelcraft.j2html.ext"
"bi-exclamation-triangle-fill","bi_exclamation_triangle_fill","BootstrapIcons","dev.rebelcraft.j2html.ext"
"accordion","accordion","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-item","accordion_item","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-header","accordion_header","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-button","accordion_button","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-collapse","accordion_collapse","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-body","accordion_body","Accordion","dev.rebelcraft.j2html.ext.components"
"accordion-flush","accordion_flush","Accordion","dev.rebelcraft.j2html.ext.components"
"bs-parent","bs_parent","Accordion","dev.rebelcraft.j2html.ext.components"
"alert","alert","Alert","dev.rebelcraft.j2html.ext.components"
"alert-primary","alert_primary","Alert","dev.rebelcraft.j2html.ext.components"
"alert-secondary","alert_secondary","Alert","dev.rebelcraft.j2html.ext.components"
"alert-success","alert_success","Alert","dev.rebelcraft.j2html.ext.components"
"alert-danger","alert_danger","Alert","dev.rebelcraft.j2html.ext.components"
"alert-warning","alert_warning","Alert","dev.rebelcraft.j2html.ext.components"
"alert-info","alert_info","Alert","dev.rebelcraft.j2html.ext.components"
"alert-light","alert_light","Alert","dev.rebelcraft.j2html.ext.components"
"alert-dark","alert_dark","Alert","dev.rebelcraft.j2html.ext.components"
"alert-link","alert_link","Alert","dev.rebelcraft.j2html.ext.components"
"alert-heading","alert_heading","Alert","dev.rebelcraft.j2html.ext.components"
"alert-dismissible","alert_dismissible","Alert","dev.rebelcraft.j2html.ext.components"
"data-bs-dismiss","data_bs_dismiss","Alert","dev.rebelcraft.j2html.ext.components"
"fade","fade","Alert","dev.rebelcraft.j2html.ext.components"
"badge","badge","Badge","dev.rebelcraft.j2html.ext.components"
"rounded-pill","rounded_pill","Badge","dev.rebelcraft.j2html.ext.components"
"breadcrumb","breadcrumb","BreadCrumb","dev.rebelcraft.j2html.ext.components"
"breadcrumb-item","breadcrumb_item","BreadCrumb","dev.rebelcraft.j2html.ext.components"
"active","active","BreadCrumb","dev.rebelcraft.j2html.ext.components"
"page","page","BreadCrumb","dev.rebelcraft.j2html.ext.components"
"btn-group","btn_group","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"group","group","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"toolbar","toolbar","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"input-group","input_group","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"input-group-text","input_group_text","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"btn-group-lg","btn_group_lg","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"btn-group-sm","btn_group_sm","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"btn-group-vertical","btn_group_vertical","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"btn-toolbar","btn_toolbar","ButtonGroup","dev.rebelcraft.j2html.ext.components"
"btn","btn","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-primary","btn_primary","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-secondary","btn_secondary","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-success","btn_success","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-danger","btn_danger","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-warning","btn_warning","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-info","btn_info","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-light","btn_light","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-dark","btn_dark","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-link","btn_link","Buttons","dev.rebelcraft.j2html.ext.components"
"text-nowrap","text_nowrap","Buttons","dev.rebelcraft.j2html.ext.components"
"button","button","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-primary","btn_outline_primary","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-secondary","btn_outline_secondary","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-success","btn_outline_success","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-danger","btn_outline_danger","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-warning","btn_outline_warning","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-info","btn_outline_info","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-light","btn_outline_light","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-outline-dark","btn_outline_dark","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-lg","btn_lg","Buttons","dev.rebelcraft.j2html.ext.components"
"btn-sm","btn_sm","Buttons","dev.rebelcraft.j2html.ext.components"
"disabled","disabled","Buttons","dev.rebelcraft.j2html.ext.components"
"active","active","Buttons","dev.rebelcraft.j2html.ext.components"
"tabindex","tabindex","Buttons","dev.rebelcraft.j2html.ext.components"
"card","card","Card","dev.rebelcraft.j2html.ext.components"
"card-img-top","card_img_top","Card","dev.rebelcraft.j2html.ext.components"
"card-img-bottom","card_img_bottom","Card","dev.rebelcraft.j2html.ext.components"
"card-img","card_img","Card","dev.rebelcraft.j2html.ext.components"
"card-img-overlay","card_img_overlay","Card","dev.rebelcraft.j2html.ext.components"
"card-body","card_body","Card","dev.rebelcraft.j2html.ext.components"
"card-title","card_title","Card","dev.rebelcraft.j2html.ext.components"
"card-text","card_text","Card","dev.rebelcraft.j2html.ext.components"
"card-link","card_link","Card","dev.rebelcraft.j2html.ext.components"
"card-subtitle","card_subtitle","Card","dev.rebelcraft.j2html.ext.components"
"list-group","list_group","Card","dev.rebelcraft.j2html.ext.components"
"list-group-flush","list_group_flush","Card","dev.rebelcraft.j2html.ext.components"
"list-group-item","list_group_item","Card","dev.rebelcraft.j2html.ext.components"
"card-header","card_header","Card","dev.rebelcraft.j2html.ext.components"
"card-footer","card_footer","Card","dev.rebelcraft.j2html.ext.components"
"card-group","card_group","Card","dev.rebelcraft.j2html.ext.components"
"card-header-tabs","card_header_tabs","Card","dev.rebelcraft.j2html.ext.components"
"carousel","carousel","Carousel","dev.rebelcraft.j2html.ext.components"
"slide","slide","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-inner","carousel_inner","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-item","carousel_item","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-control-prev","carousel_control_prev","Carousel","dev.rebelcraft.j2html.ext.components"
"data-bs-slide","data_bs_slide","Carousel","dev.rebelcraft.j2html.ext.components"
"prev","prev","Carousel","dev.rebelcraft.j2html.ext.components"
"next","next","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-control-prev-icon","carousel_control_prev_icon","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-control-next","carousel_control_next","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-control-next-icon","carousel_control_next_icon","Carousel","dev.rebelcraft.j2html.ext.components"
"active","active","Carousel","dev.rebelcraft.j2html.ext.components"
"button","button","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-indicators","carousel_indicators","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-caption","carousel_caption","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-fade","carousel_fade","Carousel","dev.rebelcraft.j2html.ext.components"
"data-bs-slide-to","data_bs_slide_to","Carousel","dev.rebelcraft.j2html.ext.components"
"data-bs-ride","data_bs_ride","Carousel","dev.rebelcraft.j2html.ext.components"
"data-bs-interval","data_bs_interval","Carousel","dev.rebelcraft.j2html.ext.components"
"data-bs-touch","data_bs_touch","Carousel","dev.rebelcraft.j2html.ext.components"
"carousel-dark","carousel_dark","Carousel","dev.rebelcraft.j2html.ext.components"
"btn-close","btn_close","CloseButton","dev.rebelcraft.j2html.ext.components"
"close","close","CloseButton","dev.rebelcraft.j2html.ext.components"
"data-bs-theme","data_bs_theme","CloseButton","dev.rebelcraft.j2html.ext.components"
"collapse","collapse","Collapse","dev.rebelcraft.j2html.ext.components"
"collapse-horizontal","collapse_horizontal","Collapse","dev.rebelcraft.j2html.ext.components"
"collapsing","collapsing","Collapse","dev.rebelcraft.j2html.ext.components"
"show","show","Collapse","dev.rebelcraft.j2html.ext.components"
"collapsed","collapsed","Collapse","dev.rebelcraft.j2html.ext.components"
"data-bs-toggle","data_bs_toggle","Collapse","dev.rebelcraft.j2html.ext.components"
"data-bs-target","data_bs_target","Collapse","dev.rebelcraft.j2html.ext.components"
"multi-collapse","multi_collapse","Collapse","dev.rebelcraft.j2html.ext.components"
"dropdown","dropdown","Dropdowns","dev.rebelcraft.j2html.ext.components"
"dropdown-toggle","dropdown_toggle","Dropdowns","dev.rebelcraft.j2html.ext.components"
